"tree_node_id";"period_id";"state_id";"effect_id";"currency_id";"financials_decumulated_amount";"financials_cumulated_amount";"financials_base_currency_flag";"snapshot_date"
"972be45702744f1a99d805dd7b0aeb58";"20201130";Valeur Actuelle;Nombre d’entreprises ayant reçu l’aide - PEE;EUR;0;0;true;"2021-01-28 23:59:59"
"972be45702744f1a99d805dd7b0aeb58";"20201231";Valeur Actuelle;Nombre d’entreprises ayant reçu l’aide - PEE;EUR;0;0;true;"2021-01-28 23:59:59"
"972be45702744f1a99d805dd7b0aeb58";"20201231";Valeur Actuelle;Emissions de gaz à effet de serre évitées sur la durée de vie des équipements - PEE;EUR;0;0;true;"2021-01-28 23:59:59"
d528c4f57d4a4586ac28610462845c2e;"20201231";Valeur Actuelle;Nombre d'accompagnements dispensés - FUM;EUR;9;9;true;"2021-01-28 23:59:59"
"42c12f691b8746c79ca0251161502ca2";"20201231";Valeur Actuelle;Nombre d'accompagnements dispensés - FUM;EUR;0;0;true;"2021-01-28 23:59:59"
"7cb6c52560544458a4837f10e3b9f352";"20201231";Valeur Actuelle;Nombre d'accompagnements dispensés - FUM;EUR;0;0;true;"2021-01-28 23:59:59"
"51dba8c8f67d4589a1c4d3e8187088c9";"20201231";Valeur Actuelle;Emissions de gaz à effet de serre évitées sur la durée de vie des équipements - PEE;EUR;0;0;true;"2021-01-28 23:59:59"
"51dba8c8f67d4589a1c4d3e8187088c9";"20201130";Valeur Actuelle;Montant cumulé de l’investissement total ainsi déclenché - PEE;EUR;0;0;true;"2021-01-28 23:59:59"
"51dba8c8f67d4589a1c4d3e8187088c9";"20201130";Valeur Actuelle;Nombre d’entreprises ayant reçu l’aide - PEE;EUR;0;0;true;"2021-01-28 23:59:59"
"51dba8c8f67d4589a1c4d3e8187088c9";"20201231";Valeur Actuelle;Montant cumulé de l’investissement total ainsi déclenché - PEE;EUR;0;0;true;"2021-01-28 23:59:59"
"51dba8c8f67d4589a1c4d3e8187088c9";"20201231";Valeur Actuelle;Nombre d’entreprises ayant reçu l’aide - PEE;EUR;0;0;true;"2021-01-28 23:59:59"
"51dba8c8f67d4589a1c4d3e8187088c9";"20201130";Valeur Actuelle;Emissions de gaz à effet de serre évitées sur la durée de vie des équipements - PEE;EUR;0;0;true;"2021-01-28 23:59:59"
"2a7dc4eff7c64787b9d34a39ba5af2e2";"20201231";Valeur Actuelle;Nombre d'accompagnements dispensés - FUM;EUR;87;87;true;"2021-01-28 23:59:59"
"0ff704886e344bf9aa2191c90d208285";"20201130";Valeur Actuelle;Montant total des projets - PIT;EUR;8400000;8400000;true;"2021-01-28 23:59:59"
"0ff704886e344bf9aa2191c90d208285";"20201130";Valeur Actuelle;Nombre de TPE/PME/ETI bénéficiaires - PIT;EUR;1;1;true;"2021-01-28 23:59:59"
"0ff704886e344bf9aa2191c90d208285";"20201130";Valeur Actuelle;Nombre d’entreprises bénéficiares - PIT;EUR;1;1;true;"2021-01-28 23:59:59"
f55c77177b214aa6b8d2c976fbac4e6b;"20201231";Valeur Actuelle;Nombre de TPE/PME/ETI bénéficiaires - APR;EUR;3;3;true;"2021-01-28 23:59:59"
f55c77177b214aa6b8d2c976fbac4e6b;"20201130";Valeur Actuelle;Nombre de TPE/PME/ETI bénéficiaires - APR;EUR;2;2;true;"2021-01-28 23:59:59"
a2b17e968c3e49e7b9004ed41f171525;"20201130";Valeur Actuelle;Nombre de TPE/PME/ETI bénéficiaires - APR;EUR;0;0;true;"2021-01-28 23:59:59"
a2b17e968c3e49e7b9004ed41f171525;"20201231";Valeur Actuelle;Nombre de TPE/PME/ETI bénéficiaires - APR;EUR;0;0;true;"2021-01-28 23:59:59"
"4712791385b7458585a45cb951c486aa";"20201130";Valeur Actuelle;Montant cumulé de l’investissement total ainsi déclenché - PEE;EUR;0;0;true;"2021-01-28 23:59:59"
"4712791385b7458585a45cb951c486aa";"20201231";Valeur Actuelle;Montant cumulé de l’investissement total ainsi déclenché - PEE;EUR;0;0;true;"2021-01-28 23:59:59"
"4712791385b7458585a45cb951c486aa";"20201231";Valeur Actuelle;Emissions de gaz à effet de serre évitées sur la durée de vie des équipements - PEE;EUR;0;0;true;"2021-01-28 23:59:59"
"4712791385b7458585a45cb951c486aa";"20201231";Valeur Actuelle;Nombre d’entreprises ayant reçu l’aide - PEE;EUR;0;0;true;"2021-01-28 23:59:59"
"4712791385b7458585a45cb951c486aa";"20201130";Valeur Actuelle;Nombre d’entreprises ayant reçu l’aide - PEE;EUR;0;0;true;"2021-01-28 23:59:59"
"4712791385b7458585a45cb951c486aa";"20201130";Valeur Actuelle;Emissions de gaz à effet de serre évitées sur la durée de vie des équipements - PEE;EUR;0;0;true;"2021-01-28 23:59:59"
"53d97bae1de1479998a1b1576126a485";"20201231";Valeur Actuelle;Nombre de projets soutenus - DGA;EUR;5;5;true;"2021-01-28 23:59:59"
"4ea1fb9b3e2f49e78bf779b335ba8a1e";"20201130";Valeur Actuelle;Nombre d’entreprises bénéficiares - SBF;EUR;9;9;true;"2021-01-28 23:59:59"
"4ea1fb9b3e2f49e78bf779b335ba8a1e";"20201231";Valeur Actuelle;Nombre d’entreprises bénéficiares - SBF;EUR;12;12;true;"2021-01-28 23:59:59"
"4ea1fb9b3e2f49e78bf779b335ba8a1e";"20201231";Valeur Actuelle;Nombre de TPE/PME/ETI bénéficiaires - SBF;EUR;12;12;true;"2021-01-28 23:59:59"
"4ea1fb9b3e2f49e78bf779b335ba8a1e";"20201130";Valeur Actuelle;Nombre de TPE/PME/ETI bénéficiaires - SBF;EUR;9;9;true;"2021-01-28 23:59:59"
b81dfb21193d490b916cbd7cfdc5e6bd;"20201130";Valeur Actuelle;Montant total des projets - PIT;EUR;0;0;true;"2021-01-28 23:59:59"
b81dfb21193d490b916cbd7cfdc5e6bd;"20201130";Valeur Actuelle;Nombre d’entreprises bénéficiares - PIT;EUR;0;0;true;"2021-01-28 23:59:59"
b81dfb21193d490b916cbd7cfdc5e6bd;"20201130";Valeur Actuelle;Nombre de TPE/PME/ETI bénéficiaires - PIT;EUR;0;0;true;"2021-01-28 23:59:59"
"9b58814ba49b4a36acc65f90845006dd";"20201130";Valeur Actuelle;Nombre d’entrées en service civique - SCI;EUR;1015;1015;true;"2021-01-28 23:59:59"
"9b58814ba49b4a36acc65f90845006dd";"20201231";Valeur Actuelle;Nombre d’entrées en service civique - SCI;EUR;1255;1255;true;"2021-01-28 23:59:59"
"941ec70c6fe241f4bfe16ff4b00042b6";"20201130";Valeur Actuelle;Nombre d’entrées en service civique - SCI;EUR;180;180;true;"2021-01-28 23:59:59"
"941ec70c6fe241f4bfe16ff4b00042b6";"20201231";Valeur Actuelle;Nombre d’entrées en service civique - SCI;EUR;211;211;true;"2021-01-28 23:59:59"
